GET / 200 [26/Mar/2025:19:03:58 +0000] - 364.677 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_common.js?v=ffa03c27 200 [26/Mar/2025:19:04:12 +0000] - 23.443 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chart__js.js?v=ffa03c27 200 [26/Mar/2025:19:04:12 +0000] - 23.388 ms localhost
GET /chunk-ZV5DMTC7.js 200 [26/Mar/2025:19:04:18 +0000] - 15.812 ms localhost
GET /chunk-C6AFPMUC.js 200 [26/Mar/2025:19:04:18 +0000] - 10.691 ms localhost
GET /chunk-UG2NP5FL.js 200 [26/Mar/2025:19:04:24 +0000] - 63.279 ms localhost
GET /chunk-277RL4Z3.js 200 [26/Mar/2025:19:04:24 +0000] - 5.685 ms localhost
GET /api/booking/bookings?userName=Sreedevi%20K&pageNumber=1&pageSize=2&isConfirmed=true 200 [26/Mar/2025:19:04:26 +0000] - 1328.080 ms localhost
GET /api/booking/bookings?userName=Sreedevi%20K&pageNumber=2&pageSize=2&isConfirmed=true 200 [26/Mar/2025:19:04:29 +0000] - 196.590 ms localhost
GET /chunk-KF5B4O6K.js 200 [26/Mar/2025:19:04:31 +0000] - 13.241 ms localhost
GET /api/booking/bookings?userName=Sreedevi%20K&pageNumber=1&pageSize=2&isConfirmed=false 200 [26/Mar/2025:19:04:32 +0000] - 248.201 ms localhost
GET /chunk-NE6QX3S7.js 200 [26/Mar/2025:19:04:35 +0000] - 23.550 ms localhost
GET /api/service/services?role=user&limit=10&isApproved=true 200 [26/Mar/2025:19:04:37 +0000] - 1236.219 ms localhost
GET /api/service/name/Catering 200 [26/Mar/2025:19:04:38 +0000] - 259.812 ms localhost
GET /chunk-KGSAEFU5.js 200 [26/Mar/2025:19:04:38 +0000] - 14.910 ms localhost
GET /chunk-ILRA5XHX.js 200 [26/Mar/2025:19:04:38 +0000] - 5.883 ms localhost
GET /api/service/services?role=user&limit=10&isApproved=true 304 [26/Mar/2025:19:04:44 +0000] - 184.338 ms localhost
GET /api/service/name/Catering 304 [26/Mar/2025:19:04:47 +0000] - 211.085 ms localhost
GET /api/event/events/Engagement 200 [26/Mar/2025:19:04:54 +0000] - 1100.156 ms localhost
GET /chunk-3L32FHB7.js 200 [26/Mar/2025:19:04:54 +0000] - 10.161 ms localhost
GET /api/booking/events 200 [26/Mar/2025:19:04:55 +0000] - 645.617 ms localhost
GET /api/booking/bookings?userName=Sreedevi%20K&pageNumber=1&pageSize=2&isConfirmed=true 304 [26/Mar/2025:19:05:05 +0000] - 200.568 ms localhost
GET /api/user/logout 200 [26/Mar/2025:19:05:09 +0000] - 101.405 ms localhost
POST /api/user/login 200 [26/Mar/2025:19:05:17 +0000] - 425.619 ms localhost
GET /api/booking/adminData 200 [26/Mar/2025:19:05:17 +0000] - 107.768 ms localhost
GET /api/booking/adminPaymentList 200 [26/Mar/2025:19:05:18 +0000] - 219.952 ms localhost
GET /api/booking/chartDataAdmin/Weekly 200 [26/Mar/2025:19:05:18 +0000] - 205.014 ms localhost
GET /api/booking/chartDataAdmin/Weekly 304 [26/Mar/2025:19:05:18 +0000] - 127.316 ms localhost
GET /chunk-L62WJEDU.js 200 [26/Mar/2025:19:05:28 +0000] - 24.217 ms localhost
GET /api/booking/salesData/admin?pageNumberService=1&pageNumberEvent=1&pageSize=2 200 [26/Mar/2025:19:05:28 +0000] - 109.603 ms localhost
GET /api/booking/salesData/admin?pageNumberService=1&pageNumberEvent=1&pageSize=2 304 [26/Mar/2025:19:05:29 +0000] - 106.803 ms localhost
GET /api/booking/salesData/admin?pageNumberService=2&pageNumberEvent=1&pageSize=2 200 [26/Mar/2025:19:05:32 +0000] - 101.618 ms localhost
GET /api/booking/salesData/admin?pageNumberService=1&pageNumberEvent=1&pageSize=2 304 [26/Mar/2025:19:05:34 +0000] - 101.651 ms localhost
GET /api/booking/salesData/admin?pageNumberService=2&pageNumberEvent=1&pageSize=2 304 [26/Mar/2025:19:05:37 +0000] - 185.281 ms localhost
GET /api/booking/salesData/admin?pageNumberService=1&pageNumberEvent=1&pageSize=2 200 [26/Mar/2025:19:05:40 +0000] - 114.522 ms localhost
GET /api/booking/salesData/admin?pageNumberService=2&pageNumberEvent=1&pageSize=2 304 [26/Mar/2025:19:05:44 +0000] - 174.536 ms localhost
GET /api/booking/salesData/admin?pageNumberService=1&pageNumberEvent=1&pageSize=2 200 [26/Mar/2025:19:05:46 +0000] - 184.025 ms localhost
GET /api/booking/salesData/admin?pageNumberService=2&pageNumberEvent=1&pageSize=2 200 [26/Mar/2025:19:05:50 +0000] - 136.623 ms localhost
GET /api/user/logout 200 [26/Mar/2025:19:05:57 +0000] - 90.312 ms localhost
GET / 200 [29/Mar/2025:20:01:35 +0000] - 342.383 ms localhost
GET /styles.css 200 [29/Mar/2025:20:01:35 +0000] - 114.554 ms localhost
GET /@vite/client 200 [29/Mar/2025:20:01:35 +0000] - 248.266 ms localhost
GET /polyfills.js 200 [29/Mar/2025:20:01:35 +0000] - 16.949 ms localhost
GET /main.js 200 [29/Mar/2025:20:01:35 +0000] - 18.244 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 304 [29/Mar/2025:20:01:35 +0000] - 19.169 ms localhost
GET /chunk-JK2OZDZD.js 304 [29/Mar/2025:20:01:35 +0000] - 5.507 ms localhost
GET /chunk-HKMYLSTC.js 200 [29/Mar/2025:20:01:36 +0000] - 42.794 ms localhost
GET /chunk-QBZTD4QJ.js 200 [29/Mar/2025:20:01:36 +0000] - 42.010 ms localhost
GET /scripts.js 200 [29/Mar/2025:20:01:36 +0000] - 32.665 ms localhost
GET /chunk-2FULL2SU.js 200 [29/Mar/2025:20:01:36 +0000] - 13.619 ms localhost
GET /chunk-NEDMBWF5.js 200 [29/Mar/2025:20:01:36 +0000] - 5.372 ms localhost
GET /chunk-J7PPH75M.js 200 [29/Mar/2025:20:01:37 +0000] - 13.413 ms localhost
GET /chunk-KJ77OHGA.js 200 [29/Mar/2025:20:01:37 +0000] - 16.769 ms localhost
GET /chunk-KSELMSGV.js 304 [29/Mar/2025:20:01:37 +0000] - 17.299 ms localhost
GET /styles.css 200 [29/Mar/2025:20:01:44 +0000] - 4.294 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_platform-browser.js.map 200 [29/Mar/2025:20:01:45 +0000] - 6.569 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_common_http.js.map 200 [29/Mar/2025:20:01:45 +0000] - 23.454 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/rxjs.js.map 200 [29/Mar/2025:20:01:45 +0000] - 24.184 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_core.js.map 200 [29/Mar/2025:20:01:45 +0000] - 32.839 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/ngx-socket-io.js.map 200 [29/Mar/2025:20:01:45 +0000] - 36.684 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_router.js.map 200 [29/Mar/2025:20:01:45 +0000] - 48.192 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/emoji-picker-element.js.map 200 [29/Mar/2025:20:01:45 +0000] - 45.645 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-TI4NIV3R.js.map 200 [29/Mar/2025:20:01:45 +0000] - 17.568 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_forms.js.map 200 [29/Mar/2025:20:01:45 +0000] - 29.275 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-KHJLBV7G.js.map 200 [29/Mar/2025:20:01:45 +0000] - 32.536 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-XWLXMCJQ.js.map 200 [29/Mar/2025:20:01:45 +0000] - 17.777 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-UWVBNKXZ.js.map 200 [29/Mar/2025:20:01:45 +0000] - 42.540 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-P6U2JBMQ.js.map 200 [29/Mar/2025:20:01:45 +0000] - 8.628 ms localhost
GET /login.component.css.map 200 [29/Mar/2025:20:01:45 +0000] - 16.298 ms localhost
GET /styles.css.map 200 [29/Mar/2025:20:01:45 +0000] - 15.113 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-KPU55VW5.js.map 200 [29/Mar/2025:20:01:46 +0000] - 84.899 ms localhost
POST /api/user/login 200 [29/Mar/2025:20:02:12 +0000] - 512.555 ms localhost
GET /chunk-V7SGGB7X.js 200 [29/Mar/2025:20:02:12 +0000] - 7.892 ms localhost
GET /chunk-ZU4AMZ3G.js 200 [29/Mar/2025:20:02:13 +0000] - 5.505 ms localhost
GET /chunk-DECMEX32.js 200 [29/Mar/2025:20:02:13 +0000] - 8.586 ms localhost
GET /chunk-EQCVV7QT.js 200 [29/Mar/2025:20:02:13 +0000] - 9.587 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/bootstrap.js?v=ffa03c27 200 [29/Mar/2025:20:02:13 +0000] - 12.220 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_common.js?v=ffa03c27 200 [29/Mar/2025:20:02:13 +0000] - 15.333 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chart__js.js?v=ffa03c27 200 [29/Mar/2025:20:02:13 +0000] - 15.336 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/bootstrap.js.map 200 [29/Mar/2025:20:02:14 +0000] - 73.932 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_common.js.map 200 [29/Mar/2025:20:02:14 +0000] - 75.750 ms localhost
GET /api/booking/adminData 200 [29/Mar/2025:20:02:14 +0000] - 887.661 ms localhost
GET /api/booking/chartDataAdmin/Weekly 200 [29/Mar/2025:20:02:14 +0000] - 469.923 ms localhost
GET /dashboard.component.css.map 200 [29/Mar/2025:20:02:14 +0000] - 6.687 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chart__js.js.map 200 [29/Mar/2025:20:02:14 +0000] - 38.828 ms localhost
GET /api/booking/adminPaymentList 200 [29/Mar/2025:20:02:14 +0000] - 891.220 ms localhost
GET /api/booking/chartDataAdmin/Weekly 200 [29/Mar/2025:20:02:14 +0000] - 856.573 ms localhost
GET /layout.component.css.map 200 [29/Mar/2025:20:02:15 +0000] - 5.271 ms localhost
GET /admin-dashboard.component.css.map 200 [29/Mar/2025:20:02:15 +0000] - 8.847 ms localhost
GET /chunk-WQCY2ZFX.js 200 [29/Mar/2025:20:02:17 +0000] - 11.207 ms localhost
GET /api/user/users?pageNumber=1&pageSize=2 200 [29/Mar/2025:20:02:17 +0000] - 155.211 ms localhost
GET /api/user/users?pageNumber=2&pageSize=2 200 [29/Mar/2025:20:02:23 +0000] - 61.762 ms localhost
GET /api/user/users?pageNumber=3&pageSize=2 200 [29/Mar/2025:20:02:26 +0000] - 72.184 ms localhost
PATCH /api/user/status 200 [29/Mar/2025:20:02:32 +0000] - 4160.755 ms localhost
PATCH /api/user/status 200 [29/Mar/2025:20:02:38 +0000] - 2281.473 ms localhost
GET /?token=EPvzwcCAeTqb - [29/Mar/2025:20:05:35 +0000] - - ms localhost
GET /users 200 [29/Mar/2025:20:34:58 +0000] - 290.503 ms localhost
GET /@vite/client 200 [29/Mar/2025:20:34:58 +0000] - 52.644 ms localhost
GET /styles.css 200 [29/Mar/2025:20:34:58 +0000] - 221.011 ms localhost
GET /polyfills.js 200 [29/Mar/2025:20:34:58 +0000] - 14.231 ms localhost
GET /main.js 200 [29/Mar/2025:20:34:58 +0000] - 17.945 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 200 [29/Mar/2025:20:34:59 +0000] - 13.953 ms localhost
GET /scripts.js 200 [29/Mar/2025:20:34:59 +0000] - 47.767 ms localhost
GET /chunk-JK2OZDZD.js 200 [29/Mar/2025:20:34:59 +0000] - 8.472 ms localhost
GET /chunk-HKMYLSTC.js 200 [29/Mar/2025:20:34:59 +0000] - 31.319 ms localhost
GET /chunk-QBZTD4QJ.js 200 [29/Mar/2025:20:34:59 +0000] - 30.022 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_platform-browser.js?v=ffa03c27 200 [29/Mar/2025:20:34:59 +0000] - 28.164 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_core.js?v=ffa03c27 200 [29/Mar/2025:20:34:59 +0000] - 26.953 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_router.js?v=ffa03c27 200 [29/Mar/2025:20:34:59 +0000] - 43.387 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_common_http.js?v=ffa03c27 200 [29/Mar/2025:20:34:59 +0000] - 2.919 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/rxjs.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 5.012 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/ngx-socket-io.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 8.947 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_forms.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 15.471 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/emoji-picker-element.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 17.487 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-TI4NIV3R.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 6.303 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-KHJLBV7G.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 6.577 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-UWVBNKXZ.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 9.636 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-KPU55VW5.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 27.464 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-P6U2JBMQ.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 28.176 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-XWLXMCJQ.js?v=ffa03c27 200 [29/Mar/2025:20:35:00 +0000] - 64.842 ms localhost
GET /styles.css.map 200 [29/Mar/2025:20:35:00 +0000] - 73.481 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_core.js.map 200 [29/Mar/2025:20:35:00 +0000] - 31.036 ms localhost
GET /chunk-V7SGGB7X.js 200 [29/Mar/2025:20:35:00 +0000] - 5.794 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/rxjs.js.map 200 [29/Mar/2025:20:35:00 +0000] - 15.705 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-XWLXMCJQ.js.map 200 [29/Mar/2025:20:35:00 +0000] - 18.475 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_common_http.js.map 200 [29/Mar/2025:20:35:00 +0000] - 13.733 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-P6U2JBMQ.js.map 200 [29/Mar/2025:20:35:00 +0000] - 35.286 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-KPU55VW5.js.map 200 [29/Mar/2025:20:35:01 +0000] - 391.617 ms localhost
GET /chunk-2FULL2SU.js 200 [29/Mar/2025:20:35:01 +0000] - 137.636 ms localhost
GET /favicon.ico 200 [29/Mar/2025:20:35:01 +0000] - 225.099 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_platform-browser.js.map 200 [29/Mar/2025:20:35:01 +0000] - 228.548 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-UWVBNKXZ.js.map 200 [29/Mar/2025:20:35:01 +0000] - 265.784 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-KHJLBV7G.js.map 200 [29/Mar/2025:20:35:01 +0000] - 274.502 ms localhost
GET /chunk-KSELMSGV.js 200 [29/Mar/2025:20:35:01 +0000] - 4.623 ms localhost
GET /chunk-NEDMBWF5.js 200 [29/Mar/2025:20:35:01 +0000] - 6.063 ms localhost
GET /chunk-J7PPH75M.js 200 [29/Mar/2025:20:35:01 +0000] - 5.713 ms localhost
GET /chunk-KJ77OHGA.js 200 [29/Mar/2025:20:35:01 +0000] - 6.486 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/chunk-TI4NIV3R.js.map 200 [29/Mar/2025:20:35:01 +0000] - 25.830 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_router.js.map 200 [29/Mar/2025:20:35:02 +0000] - 89.108 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/ngx-socket-io.js.map 200 [29/Mar/2025:20:35:02 +0000] - 32.551 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/@angular_forms.js.map 200 [29/Mar/2025:20:35:02 +0000] - 33.099 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/.angular/cache/18.2.15/frontend/vite/deps/emoji-picker-element.js.map 200 [29/Mar/2025:20:35:02 +0000] - 22.030 ms localhost
GET /login.component.css.map 200 [29/Mar/2025:20:35:02 +0000] - 5.722 ms localhost
GET /?token=EPvzwcCAeTqb - [29/Mar/2025:20:38:59 +0000] - - ms localhost
GET /login 200 [29/Mar/2025:21:27:39 +0000] - 165.789 ms localhost
GET /@vite/client 200 [29/Mar/2025:21:27:40 +0000] - 242.599 ms localhost
GET /styles.css 200 [29/Mar/2025:21:27:40 +0000] - 257.957 ms localhost
GET /polyfills.js 200 [29/Mar/2025:21:27:40 +0000] - 97.157 ms localhost
GET /main.js 200 [29/Mar/2025:21:27:40 +0000] - 94.462 ms localhost
GET /@fs/C:/Users/USER/Documents/BroCampTasks/Angular_Project/frontend/node_modules/vite/dist/client/env.mjs 200 [29/Mar/2025:21:27:40 +0000] - 37.403 ms localhost
GET /scripts.js 200 [29/Mar/2025:21:27:40 +0000] - 23.870 ms localhost
GET /chunk-JK2OZDZD.js 200 [29/Mar/2025:21:27:41 +0000] - 22.826 ms localhost
GET /chunk-HKMYLSTC.js 200 [29/Mar/2025:21:27:41 +0000] - 23.736 ms localhost
GET /chunk-QBZTD4QJ.js 200 [29/Mar/2025:21:27:41 +0000] - 23.465 ms localhost
